ID,GENUS,SPECIES,SUB,GROUP,MUSEUM,IDORI,SEX,LOCALITY2
BE1902,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,F,Ig. Rio Bran
SP5201,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,Igarapé Anib
S10532,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,Igarapé Anib
S10512,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,Igarapé Anib
S10519,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,Igarapé Anib
S19704,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,Igarapé Tape
S19705,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,Igarapé Tape
BE1904,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,M,"Imperatriz,"
SP8899,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,"Jaguara, Pro"
SP8900,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,"Jaguara, Rio"
S19135,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,"Lago Paru, O"
518548,Saimiri,sciureus,sciureus,Gothic,USNM,S.sciureus,F,Mata do Boai
518546,Saimiri,sciureus,sciureus,Gothic,USNM,S.sciureus,M,Mata do Boai
B10940,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,Pst. Indígen
BE2289,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,"Rio Amapari,"
S25436,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,F,"Rio Bacajá,"
B21964,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,"Rio Jari, mg"
R20566,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,Rio Tracajat
R20562,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,Rio Tracajat
R20564,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,Rio Tracajat
339657,Saimiri,sciureus,sciureus,Gothic,USNM,S.sciureus,F,"Rupununi, 30"
338947,Saimiri,sciureus,sciureus,Gothic,USNM,S.sciureus,F,"Rupununi, Ku"
338948,Saimiri,sciureus,sciureus,Gothic,USNM,S.sciureus,F,"Rupununi, Ku"
R11948,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11949,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11950,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11951,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11958,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11959,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11962,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11965,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11966,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11967,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11971,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11972,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11973,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,F,S. Par
R11943,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
R11944,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
R11952,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
R11961,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
R11964,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
R11968,Saimiri,sciureus,sciureus,Gothic,MNRJ,S.sciureus,M,S. Par
B21458,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,"Santarém, Pa"
B21453,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,"Santarém, Pa"
S18890,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,São Sabasti
S18891,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,São Sabasti
B12199,Saimiri,sciureus,sciureus,Gothic,MPEG,sciureus,F,"Saúde, Tucur"
B21457,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,Sem Localida
SP5199,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,"Silves, Am"
SP5203,Saimiri,sciureus,sciureus,Gothic,MZUSP,S.sciureus,M,"Silves, Am"
BE1380,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,F,"Soure, Maraj"
BE1388,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,F,"Soure, Maraj"
BE1367,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,M,"Soure, Maraj"
BE1379,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,M,"Soure, Maraj"
B21456,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,"Tucuruí, ope"
B21460,Saimiri,sciureus,sciureus,Gothic,MPEG,S.sciureus,F,"Utinga, Água"
BE2291,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,Vila Velha d
BE2294,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,F,Vila Velha d
BE2292,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
BE2293,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
BE2295,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
BE2296,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
BE2298,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
BE2299,Saimiri,sciureus,sciureus,Gothic,MPEG,sem,M,Vila Velha d
S18889,Saimiri,ustus,madeirae,Gothic,MZUSP,sem,M,Boca do Puru
B21990,Saimiri,ustus,madeirae,Gothic,MPEG,sem,M,Br 230 Humai
B21991,Saimiri,ustus,madeirae,Gothic,MPEG,sem,M,Br 230 Humai
B21994,Saimiri,ustus,madeirae,Gothic,MPEG,sem,F,"Calama, mg."
B21995,Saimiri,ustus,madeirae,Gothic,MPEG,sem,F,"Calama, mg."
B21993,Saimiri,ustus,madeirae,Gothic,MPEG,,M,Mg. Dir. R.
R11579,Saimiri,ustus,ustus,Gothic,MNRJ,S. ustus,M,"Curuá-Tinga,"
B23969,Saimiri,ustus,ustus,Gothic,MPEG,sem,F,Sta. Bárbara
B21716,Saimiri,ustus,ustus,Gothic,MPEG,S.sciureus,F,"UHE Samuel,"
B21724,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,F,"UHE Samuel,"
B21733,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,F,"UHE Samuel,"
B21720,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
B21721,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
B21731,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
B21744,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
B21746,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
B21952,Saimiri,ustus,ustus,Gothic,MPEG,S. ustus,M,"UHE Samuel,"
S17558,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,F,Furo do Buá-
S17557,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Furo do Buá-
S18898,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Ilha do Tara
B21362,Saimiri,vanzolinii,vanzolinii,Roman,MPEG,vanzolinii,F,Lago Mamirau
S15476,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,F,Lago Mamirau
S19028,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,F,Lago Mamirau
B21363,Saimiri,vanzolinii,vanzolinii,Roman,MPEG,vanzolinii,M,Lago Mamirau
S15471,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Lago Mamirau
S15473,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Lago Mamirau
S15474,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Lago Mamirau
S15475,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Lago Mamirau
S19017,Saimiri,vanzolinii,vanzolinii,Roman,MZUSP,vanzolinii,M,Lago Mamirau
Y78966,Saimiri,vanzolinii,vanzolinii,Roman,AMNH,boliviensis,F,"Lago Tefé, R"
Y78967,Saimiri,vanzolinii,vanzolinii,Roman,AMNH,boliviensis,F,"Lago Tefé, R"
BE0832,Cebus,albifrons,albifrons,,MPEG,sp,F,"Rio Juruá, A"
S10555,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,M,"Santa Cruz,"
S10560,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Santa Cruz,"
S11241,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,M,Manoel Urban
SP0777,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Rio Juruá, A"
SP0924,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Rio Juruá, A"
SP0925,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,M,"Rio Juruá, A"
SP5393,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,M,"Santa Cruz,"
SP5671,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Eirunepé, Am"
SP5673,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Santa Cruz,"
SP5676,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Santa Cruz,"
SP5745,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Santa Cruz,"
SP7175,Cebus,albifrons,albifrons,,MZUSP,C. albifrons,F,"Sumaúma, Rio"
194355,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,"Uvini, Rio C"
281565,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Colonia Agr
281566,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Colonia Agr
281567,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Colonia Agr
281568,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Colonia Agr
281569,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Colonia Agr
281570,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Colonia Agr
281571,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"El Salado, V"
281575,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,"El Salado, V"
281576,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,"El Salado, V"
281578,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Rio Guaimara
281592,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Rio Guaimara
281596,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Rio Guaimara
281598,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Rio Guaimara
281601,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Rio Guaimara
281602,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Rio Guaimara
281604,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Rio Guaimara
281605,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,Rio Guaimara
281606,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,Rio Guaimara
281607,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281608,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281613,Cebus,albifrons,cesarae,,USNM,C. albifrons,F,"Villanueva,"
281614,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Villanueva,"
281617,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281618,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281619,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281621,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Rio Cezar, E"
281629,Cebus,albifrons,cesarae,,USNM,C. albifrons,M,"Bela Vista,"
R23324,Cebus,apella,apella,,MNRJ,sp,M,"Santa Luzia,"
R23346,Cebus,apella,apella,,MNRJ,sp,F,Nova Timbote
R23347,Cebus,apella,apella,,MNRJ,sp,F,Fazenda São
R23349,Cebus,apella,apella,,MNRJ,sp,M,Fazenda São
RJ2546,Cebus,apella,apella,,MNRJ,sp,M,"Fordlândia,"
RJ4818,Cebus,apella,apella,,MNRJ,sp,M,"Fordlândia,"
RJ4823,Cebus,apella,apella,,MNRJ,sp,M,"Fordlândia,"
RJ4827,Cebus,apella,apella,,MNRJ,sp,F,Zona do Rio
RJ4831,Cebus,apella,apella,,MNRJ,sp,F,"Cuiabá, Mato"
RJ5924,Cebus,apella,apella,,MNRJ,sp,M,Lago do Bati
RJ6002,Cebus,apella,apella,,MNRJ,sp,F,Lago do Bati
B12166,Cebus,apella,apella,,MPEG,sp,M,120 km S de
B12167,Cebus,apella,apella,,MPEG,sp,M,120 km S de
B12170,Cebus,apella,apella,,MPEG,sp,F,170 km Sul d
B12172,Cebus,apella,apella,,MPEG,sp,M,170 km Sul d
B12173,Cebus,apella,apella,,MPEG,sp,M,120 km S de
B12174,Cebus,apella,apella,,MPEG,sp,M,Saúde-Acampa
B13213,Cebus,apella,apella,,MPEG,sp,F,"Br 165, km 4"
B13218,Cebus,apella,apella,,MPEG,sp,F,"Humboldt, Ar"
B13219,Cebus,apella,apella,,MPEG,sp,M,"Humboldt, Ar"
B13225,Cebus,apella,apella,,MPEG,sp,M,Cachoeira Po
B21354,Cebus,apella,apella,,MPEG,sp,F,Cachoeira Na
B21524,Cebus,apella,apella,,MPEG,sp,M,Conferir com
B21755,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21756,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21757,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21758,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21759,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21761,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21762,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21763,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21764,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21765,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21766,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21769,Cebus,apella,apella,,MPEG,sp,F,"UHE Samuel,"
B21771,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21772,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21838,Cebus,apella,apella,,MPEG,sp,F,Ouro Preto D
B21881,Cebus,apella,apella,,MPEG,sp,F,Casa Santo A
B21882,Cebus,apella,apella,,MPEG,sp,F,Cachoeira Po
B21883,Cebus,apella,apella,,MPEG,sp,M,Cachoeira Po
B21884,Cebus,apella,apella,,MPEG,C. albifrons,F,"Humboldt, Ar"
B21928,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21957,Cebus,apella,apella,,MPEG,sp,M,"UHE Samuel,"
B21977,Cebus,apella,apella,,MPEG,sp,F,Aldeia Gurup
B22013,Cebus,apella,apella,,MPEG,sp,F,"Br-230, km 4"
B22059,Cebus,apella,apella,,MPEG,sp,F,"Oriximiná, C"
B23006,Cebus,apella,apella,,MPEG,sp,M,Faz. Vista A
B23013,Cebus,apella,apella,,MPEG,sp,M,Cachoeira Na
B23015,Cebus,apella,apella,,MPEG,sp,M,SAMUEL??? Ve
B23021,Cebus,apella,apella,,MPEG,sp,F,"Arame, Cocal"
B23023,Cebus,apella,apella,,MPEG,sp,F,"Arame, Cocal"
B23024,Cebus,apella,apella,,MPEG,sp,F,"Sítio Novo,"
B23053,Cebus,apella,apella,,MPEG,sp,M,"Sítio Novo,"
B23054,Cebus,apella,apella,,MPEG,sp,M,"Arame, Cocal"
B23253,Cebus,apella,apella,,MPEG,sp,M,"Oriximiná, C"
BE0799,Cebus,apella,apella,,MPEG,sp,M,"Marajateua,"
BE1935,Cebus,apella,apella,,MPEG,sp,F,Foz do Rio F
BE2395,Cebus,apella,apella,,MPEG,sp,F,"Amapá, T. F."
BE4681,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4687,Cebus,apella,apella,,MPEG,sp,M,"Óbidos, Pa"
BE4691,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4694,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4699,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4912,Cebus,apella,apella,,MPEG,sp,M,"Óbidos, Pa"
BE4916,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4921,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4924,Cebus,apella,apella,,MPEG,sp,M,Cacoal Grand
BE4925,Cebus,apella,apella,,MPEG,sp,M,Cacoal Grand
BE4926,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4929,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4930,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4948,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4950,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4954,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4956,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4961,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4965,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4967,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4969,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4971,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE4972,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4984,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE4990,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5002,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5003,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5007,Cebus,apella,apella,,MPEG,sp,F,Cacoal Grand
BE5009,Cebus,apella,apella,,MPEG,sp,M,Cacoal Grand
BE5011,Cebus,apella,apella,,MPEG,sp,F,Cacoal Grand
BE5012,Cebus,apella,apella,,MPEG,sp,M,Cacoal Grand
BE5013,Cebus,apella,apella,,MPEG,sp,M,"Óbidos, Pa"
BE5014,Cebus,apella,apella,,MPEG,sp,M,"Óbidos, Pa"
BE5015,Cebus,apella,apella,,MPEG,sp,M,"Óbidos, Pa"
BE5017,Cebus,apella,apella,,MPEG,sp,M,"Rio Curuá, E"
BE5019,Cebus,apella,apella,,MPEG,sp,F,Ilha de Ituq
BE5055,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE5056,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5064,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5072,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5074,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5077,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE5688,Cebus,apella,apella,,MPEG,sp,M,Cacoal Grand
BE5689,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE5690,Cebus,apella,apella,,MPEG,sp,M,Ilha de Ituq
BE5691,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE5692,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE5699,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5701,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5704,Cebus,apella,apella,,MPEG,sp,M,Missão Curur
BE5705,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5706,Cebus,apella,apella,,MPEG,sp,F,Cacoal Grand
BE5707,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5708,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5711,Cebus,apella,apella,,MPEG,sp,M,"Taperinha, P"
BE5712,Cebus,apella,apella,,MPEG,sp,F,Cacoal Grand
BE5715,Cebus,apella,apella,,MPEG,sp,F,"Taperinha, P"
BE6942,Cebus,apella,apella,,MPEG,sp,M,"Porto Mauá,"
BE7220,Cebus,apella,apella,,MPEG,sp,M,
BE8880,Cebus,apella,apella,,MPEG,sp,M,Ponta de Ped
MP1030,Cebus,apella,apella,,MPEG,sp,F,Rio Villa No
MP1286,Cebus,apella,apella,,MPEG,sp,F,Rio Villa No
MP1287,Cebus,apella,apella,,MPEG,sp,F,Rio Villa No
MP1290,Cebus,apella,apella,,MPEG,sp,F,Rio Villa No
MP1291,Cebus,apella,apella,,MPEG,sp,F,Rio Villa No
S19555,Cebus,apella,apella,,MZUSP,C. apella,F,Rio Tracajat
S19626,Cebus,apella,apella,,MZUSP,C. apella,F,Rio Tracajat
SP2381,Cebus,apella,apella,,MZUSP,C. apella,F,Primeira Cru
SP2741,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
SP2742,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
SP2743,Cebus,apella,apella,,MZUSP,C. apella,F,"Miritiba, Ma"
SP2744,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
SP2745,Cebus,apella,apella,,MZUSP,C. apella,F,"Miritiba, Ma"
SP2746,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
SP2884,Cebus,apella,apella,,MZUSP,C. apella,F,"Miritiba, Ma"
SP2885,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
SP2886,Cebus,apella,apella,,MZUSP,C. apella,F,"Miritiba, Ma"
SP2887,Cebus,apella,apella,,MZUSP,C. apella,M,"Miritiba, Ma"
171073,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,"Cerro Azul,"
283906,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Cabra Valley
283945,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Chagres vall
284775,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,near Juan Mi
284912,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,"near Cãnito,"
284927,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,near Agua Cl
284928,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,near Agua Cl
284930,Cebus,capucinus,capucinus,,USNM,C capucinus,F,near Agua Cl
284938,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Near Cacique
284943,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Near Cacique
284944,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Near Cacique
284963,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Near Cacique
291222,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Rio Platanal
291223,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Rio Platanal
291224,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Rio Platanal
291227,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Rio Platanal
291228,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,Rio Platanal
291231,Cebus,capucinus,capucinus,,USNM,C. capucinus,F,Rio Platanal
303091,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,"Cerro Azul,"
305582,Cebus,capucinus,capucinus,,USNM,C. capucinus,M,"Cerro Azul,"
R23321,Cebus,libidinosus,libidinosus,,MNRJ,sp,F,"Serrita, Pe"
SP2488,Cebus,libidinosus,libidinosus,,MZUSP,C. apella,M,"Boa Vista, M"
R23255,Cebus,libidinosus,versutus,,MNRJ,sp,F,Ceres km 162
R23260,Cebus,libidinosus,versutus,,MNRJ,sp,F,Ceres km 162
R23275,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Paracatu, MG"
R23276,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Paracatu, MG"
R23277,Cebus,libidinosus,versutus,,MNRJ,sp,F,"Paracatu, MG"
R23278,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Paracatu, MG"
R23281,Cebus,libidinosus,versutus,,MNRJ,sp,M,Grotão do Ma
R23282,Cebus,libidinosus,versutus,,MNRJ,sp,M,Grotão do Ma
R23287,Cebus,libidinosus,versutus,,MNRJ,sp,F,Grotão do Ma
R23289,Cebus,libidinosus,versutus,,MNRJ,sp,M,Fazenda Barr
R23300,Cebus,libidinosus,versutus,,MNRJ,sp,M,Fazenda Gram
R23301,Cebus,libidinosus,versutus,,MNRJ,sp,M,Fazenda Grot
R23306,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Anápolis, GO"
R23307,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Anápolis, GO"
R23308,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Jacaré, Alto"
R23326,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Itagoatins,"
RJ4627,Cebus,libidinosus,versutus,,MNRJ,sp,M,"Patos, MG"
RJ4795,Cebus,libidinosus,versutus,,MNRJ,sp,F,Fazenda Tiri
RJ4804,Cebus,libidinosus,versutus,,MNRJ,sp,F,"Patos, MG"
RJ5513,Cebus,libidinosus,versutus,,MNRJ,sp,F,Fazenda Taqu
RJ7640,Cebus,libidinosus,versutus,,MNRJ,sp,M,Fazenda da M
RJ7644,Cebus,libidinosus,versutus,,MNRJ,sp,F,Fazenda da M
RJ8501,Cebus,libidinosus,versutus,,MNRJ,sp,M,Posto Jacar
RJ8502,Cebus,libidinosus,versutus,,MNRJ,sp,M,Posto Jacar
BE1521,Cebus,libidinosus,versutus,,MPEG,sp,M,Barra do Gar
S10716,Cebus,libidinosus,versutus,,MZUSP,C. apella,M,"Lagoa Ipavu,"
SP6961,Cebus,libidinosus,versutus,,MZUSP,C. apella,M,Posto Guapor
SP6962,Cebus,libidinosus,versutus,,MZUSP,C. apella,M,São Domingos
SP6963,Cebus,libidinosus,versutus,,MZUSP,C. apella,F,São Domingos
SP6964,Cebus,libidinosus,versutus,,MZUSP,C. apella,F,São Domingos
SP6968,Cebus,libidinosus,versutus,,MZUSP,C. apella,F,Posto Guapor
SP6969,Cebus,libidinosus,versutus,,MZUSP,C. apella,M,São Domingos
SP6971,Cebus,libidinosus,versutus,,MZUSP,C. apella,F,São Domingos
R23522,Cebus,macrocephalu,macrocephalu,,MNRJ,sp,M,Sena Madurei
S10542,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,F,"Eirunepé, Am"
SP0923,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,M,"Rio Juruá, A"
SP5135,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,F,"Eirunepé, Am"
SP5315,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,M,"Santa Cruz,"
SP5316,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,M,"Santa Cruz,"
SP5317,Cebus,macrocephalu,macrocephalu,,MZUSP,C. apella,F,"Santa Cruz,"
